DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
10-FEB-2026,FUTSTK,TATATECH,24-FEB-2026,632.80
10-FEB-2026,FUTSTK,TATATECH,26-FEB-2026,632.20
10-FEB-2026,FUTSTK,TATATECH,25-MAR-2026,634.80
10-FEB-2026,FUTSTK,TATATECH,30-MAR-2026,635.15
10-FEB-2026,FUTSTK,TATATECH,28-APR-2026,637.50
10-FEB-2026,FUTSTK,TATATECH,30-APR-2026,638.25
10-FEB-2026,FUTSTK,TCS,24-FEB-2026,2991.70
10-FEB-2026,FUTSTK,TCS,26-FEB-2026,2991.80
10-FEB-2026,FUTSTK,TCS,25-MAR-2026,3004.00
10-FEB-2026,FUTSTK,TCS,30-MAR-2026,3010.40
10-FEB-2026,FUTSTK,TCS,28-APR-2026,3027.20
10-FEB-2026,FUTSTK,TCS,30-APR-2026,3020.35
10-FEB-2026,FUTSTK,TECHM,24-FEB-2026,1645.40
10-FEB-2026,FUTSTK,TECHM,26-FEB-2026,1648.55
10-FEB-2026,FUTSTK,TECHM,25-MAR-2026,1655.30
10-FEB-2026,FUTSTK,TECHM,30-MAR-2026,1655.30
10-FEB-2026,FUTSTK,TECHM,28-APR-2026,1665.70
10-FEB-2026,FUTSTK,TECHM,30-APR-2026,1664.30
10-FEB-2026,FUTSTK,TIINDIA,24-FEB-2026,2448.80
10-FEB-2026,FUTSTK,TIINDIA,26-FEB-2026,2444.50
10-FEB-2026,FUTSTK,TIINDIA,25-MAR-2026,2454.45
10-FEB-2026,FUTSTK,TIINDIA,30-MAR-2026,2463.30
10-FEB-2026,FUTSTK,TIINDIA,28-APR-2026,2478.30
10-FEB-2026,FUTSTK,TIINDIA,30-APR-2026,2467.80
10-FEB-2026,FUTSTK,TITAN,24-FEB-2026,4283.10
10-FEB-2026,FUTSTK,TITAN,26-FEB-2026,4279.30
10-FEB-2026,FUTSTK,TITAN,25-MAR-2026,4296.75
10-FEB-2026,FUTSTK,TITAN,30-MAR-2026,4309.10
10-FEB-2026,FUTSTK,TITAN,28-APR-2026,4337.40
10-FEB-2026,FUTSTK,TITAN,30-APR-2026,4320.10
10-FEB-2026,FUTSTK,TMPV,24-FEB-2026,380.55
10-FEB-2026,FUTSTK,TMPV,26-FEB-2026,380.25
10-FEB-2026,FUTSTK,TMPV,25-MAR-2026,381.80
10-FEB-2026,FUTSTK,TMPV,30-MAR-2026,382.00
10-FEB-2026,FUTSTK,TMPV,28-APR-2026,382.90
10-FEB-2026,FUTSTK,TMPV,30-APR-2026,383.90
10-FEB-2026,FUTSTK,TORNTPHARM,24-FEB-2026,4049.00
10-FEB-2026,FUTSTK,TORNTPHARM,26-FEB-2026,4089.45
10-FEB-2026,FUTSTK,TORNTPHARM,25-MAR-2026,4106.10
10-FEB-2026,FUTSTK,TORNTPHARM,30-MAR-2026,4061.20
10-FEB-2026,FUTSTK,TORNTPHARM,28-APR-2026,4078.90
10-FEB-2026,FUTSTK,TORNTPHARM,30-APR-2026,4128.45
10-FEB-2026,FUTSTK,TORNTPOWER,24-FEB-2026,1475.20
10-FEB-2026,FUTSTK,TORNTPOWER,26-FEB-2026,1486.60
10-FEB-2026,FUTSTK,TORNTPOWER,25-MAR-2026,1492.65
10-FEB-2026,FUTSTK,TORNTPOWER,30-MAR-2026,1479.30
10-FEB-2026,FUTSTK,TORNTPOWER,28-APR-2026,1500.30
10-FEB-2026,FUTSTK,TORNTPOWER,30-APR-2026,1500.75
10-FEB-2026,FUTSTK,TRENT,24-FEB-2026,4186.30
10-FEB-2026,FUTSTK,TRENT,26-FEB-2026,4194.50
10-FEB-2026,FUTSTK,TRENT,25-MAR-2026,4211.60
10-FEB-2026,FUTSTK,TRENT,30-MAR-2026,4206.20
10-FEB-2026,FUTSTK,TRENT,28-APR-2026,4234.20
10-FEB-2026,FUTSTK,TRENT,30-APR-2026,4234.50
10-FEB-2026,FUTSTK,TVSMOTOR,24-FEB-2026,3775.20
10-FEB-2026,FUTSTK,TVSMOTOR,26-FEB-2026,3771.50
10-FEB-2026,FUTSTK,TVSMOTOR,25-MAR-2026,3786.85
10-FEB-2026,FUTSTK,TVSMOTOR,30-MAR-2026,3788.10
10-FEB-2026,FUTSTK,TVSMOTOR,28-APR-2026,3806.30
10-FEB-2026,FUTSTK,TVSMOTOR,30-APR-2026,3807.45
10-FEB-2026,FUTSTK,ULTRACEMCO,24-FEB-2026,13029.00
10-FEB-2026,FUTSTK,ULTRACEMCO,26-FEB-2026,13054.35
10-FEB-2026,FUTSTK,ULTRACEMCO,25-MAR-2026,13107.55
10-FEB-2026,FUTSTK,ULTRACEMCO,30-MAR-2026,13110.00
10-FEB-2026,FUTSTK,ULTRACEMCO,28-APR-2026,13175.00
10-FEB-2026,FUTSTK,ULTRACEMCO,30-APR-2026,13178.85
10-FEB-2026,FUTSTK,UNIONBANK,24-FEB-2026,179.41
10-FEB-2026,FUTSTK,UNIONBANK,26-FEB-2026,179.70
10-FEB-2026,FUTSTK,UNIONBANK,25-MAR-2026,180.40
10-FEB-2026,FUTSTK,UNIONBANK,30-MAR-2026,180.55
10-FEB-2026,FUTSTK,UNIONBANK,28-APR-2026,181.50
10-FEB-2026,FUTSTK,UNIONBANK,30-APR-2026,181.40
10-FEB-2026,FUTSTK,UNITDSPR,24-FEB-2026,1412.70
10-FEB-2026,FUTSTK,UNITDSPR,26-FEB-2026,1413.30
10-FEB-2026,FUTSTK,UNITDSPR,25-MAR-2026,1419.05
10-FEB-2026,FUTSTK,UNITDSPR,30-MAR-2026,1421.50
10-FEB-2026,FUTSTK,UNITDSPR,28-APR-2026,1428.60
10-FEB-2026,FUTSTK,UNITDSPR,30-APR-2026,1426.80
10-FEB-2026,FUTSTK,UNOMINDA,24-FEB-2026,1234.30
10-FEB-2026,FUTSTK,UNOMINDA,26-FEB-2026,1234.15
10-FEB-2026,FUTSTK,UNOMINDA,25-MAR-2026,1239.20
10-FEB-2026,FUTSTK,UNOMINDA,30-MAR-2026,1240.00
10-FEB-2026,FUTSTK,UNOMINDA,28-APR-2026,1244.00
10-FEB-2026,FUTSTK,UNOMINDA,30-APR-2026,1245.95
10-FEB-2026,FUTSTK,UPL,24-FEB-2026,747.90
10-FEB-2026,FUTSTK,UPL,26-FEB-2026,747.80
10-FEB-2026,FUTSTK,UPL,25-MAR-2026,750.85
10-FEB-2026,FUTSTK,UPL,30-MAR-2026,752.90
10-FEB-2026,FUTSTK,UPL,28-APR-2026,757.45
10-FEB-2026,FUTSTK,UPL,30-APR-2026,754.95
10-FEB-2026,FUTSTK,VBL,24-FEB-2026,456.80
10-FEB-2026,FUTSTK,VBL,26-FEB-2026,457.60
10-FEB-2026,FUTSTK,VBL,25-MAR-2026,459.45
10-FEB-2026,FUTSTK,VBL,30-MAR-2026,459.35
10-FEB-2026,FUTSTK,VBL,28-APR-2026,461.65
10-FEB-2026,FUTSTK,VBL,30-APR-2026,461.95
10-FEB-2026,FUTSTK,VEDL,24-FEB-2026,690.65
10-FEB-2026,FUTSTK,VEDL,26-FEB-2026,691.80
10-FEB-2026,FUTSTK,VEDL,25-MAR-2026,694.65
10-FEB-2026,FUTSTK,VEDL,30-MAR-2026,692.35
10-FEB-2026,FUTSTK,VEDL,28-APR-2026,693.85
10-FEB-2026,FUTSTK,VEDL,30-APR-2026,698.40
10-FEB-2026,FUTSTK,VOLTAS,24-FEB-2026,1480.40
10-FEB-2026,FUTSTK,VOLTAS,26-FEB-2026,1479.15
10-FEB-2026,FUTSTK,VOLTAS,25-MAR-2026,1485.20
10-FEB-2026,FUTSTK,VOLTAS,30-MAR-2026,1474.80
10-FEB-2026,FUTSTK,VOLTAS,28-APR-2026,1471.20
10-FEB-2026,FUTSTK,VOLTAS,30-APR-2026,1493.25
10-FEB-2026,FUTSTK,WAAREEENER,24-FEB-2026,3169.30
10-FEB-2026,FUTSTK,WAAREEENER,26-FEB-2026,3171.40
10-FEB-2026,FUTSTK,WAAREEENER,25-MAR-2026,3184.30
10-FEB-2026,FUTSTK,WAAREEENER,30-MAR-2026,3176.40
10-FEB-2026,FUTSTK,WAAREEENER,28-APR-2026,3189.70
10-FEB-2026,FUTSTK,WAAREEENER,30-APR-2026,3201.65
10-FEB-2026,FUTSTK,WIPRO,24-FEB-2026,231.50
10-FEB-2026,FUTSTK,WIPRO,26-FEB-2026,232.05
10-FEB-2026,FUTSTK,WIPRO,25-MAR-2026,233.00
10-FEB-2026,FUTSTK,WIPRO,30-MAR-2026,231.47
10-FEB-2026,FUTSTK,WIPRO,28-APR-2026,231.66
10-FEB-2026,FUTSTK,WIPRO,30-APR-2026,234.25
10-FEB-2026,FUTSTK,YESBANK,24-FEB-2026,21.42
10-FEB-2026,FUTSTK,YESBANK,26-FEB-2026,21.45
10-FEB-2026,FUTSTK,YESBANK,25-MAR-2026,21.55
10-FEB-2026,FUTSTK,YESBANK,30-MAR-2026,21.56
10-FEB-2026,FUTSTK,YESBANK,28-APR-2026,21.70
10-FEB-2026,FUTSTK,YESBANK,30-APR-2026,21.65
10-FEB-2026,FUTSTK,ZYDUSLIFE,24-FEB-2026,887.85
10-FEB-2026,FUTSTK,ZYDUSLIFE,26-FEB-2026,889.45
10-FEB-2026,FUTSTK,ZYDUSLIFE,25-MAR-2026,893.05
10-FEB-2026,FUTSTK,ZYDUSLIFE,30-MAR-2026,892.95
10-FEB-2026,FUTSTK,ZYDUSLIFE,28-APR-2026,898.30
10-FEB-2026,FUTSTK,ZYDUSLIFE,30-APR-2026,897.95
10-FEB-2026,OPTIDX,BANKEX,,67982.55
10-FEB-2026,OPTIDX,BANKNIFTY,,60626.40
10-FEB-2026,OPTIDX,FINNIFTY,,28186.25
10-FEB-2026,OPTIDX,MIDCPNIFTY,,13953.10
10-FEB-2026,OPTIDX,NIFTY,,25935.15
10-FEB-2026,OPTIDX,NIFTYNXT50,,69829.60
10-FEB-2026,OPTIDX,SENSEX,,84273.92
10-FEB-2026,OPTIDX,SENSEX50,,27087.09
10-FEB-2026,OPTIDX,SX40,,48587.96
10-FEB-2026,OPTSTK,360ONE,,1162.40
10-FEB-2026,OPTSTK,ABB,,5870.00
10-FEB-2026,OPTSTK,ABCAPITAL,,353.75
10-FEB-2026,OPTSTK,ADANIENSOL,,1016.70
10-FEB-2026,OPTSTK,ADANIENT,,2228.35
10-FEB-2026,OPTSTK,ADANIGREEN,,978.35
10-FEB-2026,OPTSTK,ADANIPORTS,,1554.70
10-FEB-2026,OPTSTK,ALKEM,,5811.50
10-FEB-2026,OPTSTK,AMBER,,7510.50
10-FEB-2026,OPTSTK,AMBUJACEM,,538.50
10-FEB-2026,OPTSTK,ANGELONE,,2783.00
10-FEB-2026,OPTSTK,APLAPOLLO,,2238.70
10-FEB-2026,OPTSTK,APOLLOHOSP,,7219.05
10-FEB-2026,OPTSTK,ASHOKLEY,,209.75
10-FEB-2026,OPTSTK,ASIANPAINT,,2393.60
10-FEB-2026,OPTSTK,ASTRAL,,1532.20
10-FEB-2026,OPTSTK,AUBANK,,1001.15
10-FEB-2026,OPTSTK,AUROPHARMA,,1124.05
10-FEB-2026,OPTSTK,AXISBANK,,1356.70
10-FEB-2026,OPTSTK,BAJAJ-AUTO,,9773.95
10-FEB-2026,OPTSTK,BAJAJFINSV,,2027.90
10-FEB-2026,OPTSTK,BAJAJHLDNG,,11080.85
10-FEB-2026,OPTSTK,BAJFINANCE,,965.60
10-FEB-2026,OPTSTK,BANDHANBNK,,166.70
10-FEB-2026,OPTSTK,BANKBARODA,,290.35
10-FEB-2026,OPTSTK,BANKINDIA,,167.50
10-FEB-2026,OPTSTK,BDL,,1300.00
10-FEB-2026,OPTSTK,BEL,,437.30
10-FEB-2026,OPTSTK,BHARATFORG,,1614.15
10-FEB-2026,OPTSTK,BHARTIARTL,,2011.30
10-FEB-2026,OPTSTK,BHEL,,276.10
10-FEB-2026,OPTSTK,BIOCON,,371.05
10-FEB-2026,OPTSTK,BLUESTARCO,,1948.35
10-FEB-2026,OPTSTK,BOSCHLTD,,35574.25
10-FEB-2026,OPTSTK,BPCL,,386.35
10-FEB-2026,OPTSTK,BRITANNIA,,5873.50
10-FEB-2026,OPTSTK,BSE,,3174.20
10-FEB-2026,OPTSTK,CAMS,,742.60
10-FEB-2026,OPTSTK,CANBK,,146.85
10-FEB-2026,OPTSTK,CDSL,,1400.90
10-FEB-2026,OPTSTK,CGPOWER,,681.55
10-FEB-2026,OPTSTK,CHOLAFIN,,1726.20
10-FEB-2026,OPTSTK,CIPLA,,1342.10
10-FEB-2026,OPTSTK,COALINDIA,,430.95
10-FEB-2026,OPTSTK,COFORGE,,1550.95
10-FEB-2026,OPTSTK,COLPAL,,2183.05
10-FEB-2026,OPTSTK,CONCOR,,513.60
10-FEB-2026,OPTSTK,CROMPTON,,261.65
10-FEB-2026,OPTSTK,CUMMINSIND,,4418.30
10-FEB-2026,OPTSTK,DABUR,,519.70
10-FEB-2026,OPTSTK,DALBHARAT,,2191.35
10-FEB-2026,OPTSTK,DELHIVERY,,435.95
10-FEB-2026,OPTSTK,DIVISLAB,,6175.45
10-FEB-2026,OPTSTK,DIXON,,11608.80
10-FEB-2026,OPTSTK,DLF,,671.80
10-FEB-2026,OPTSTK,DMART,,4002.20
10-FEB-2026,OPTSTK,DRREDDY,,1256.00
10-FEB-2026,OPTSTK,EICHERMOT,,7296.00
10-FEB-2026,OPTSTK,ETERNAL,,303.80
10-FEB-2026,OPTSTK,EXIDEIND,,338.80
10-FEB-2026,OPTSTK,FEDERALBNK,,282.25
10-FEB-2026,OPTSTK,FORTIS,,891.95
10-FEB-2026,OPTSTK,GAIL,,164.55
10-FEB-2026,OPTSTK,GLENMARK,,1957.95
10-FEB-2026,OPTSTK,GMRAIRPORT,,97.81
10-FEB-2026,OPTSTK,GODREJCP,,1206.60
10-FEB-2026,OPTSTK,GODREJPROP,,1820.75
10-FEB-2026,OPTSTK,GRASIM,,2953.90
10-FEB-2026,OPTSTK,HAL,,4168.35
10-FEB-2026,OPTSTK,HAVELLS,,1373.10
10-FEB-2026,OPTSTK,HCLTECH,,1573.10
10-FEB-2026,OPTSTK,HDFCAMC,,2816.80
10-FEB-2026,OPTSTK,HDFCBANK,,932.40
10-FEB-2026,OPTSTK,HDFCLIFE,,703.95
10-FEB-2026,OPTSTK,HEROMOTOCO,,5753.45
10-FEB-2026,OPTSTK,HINDALCO,,968.90
10-FEB-2026,OPTSTK,HINDPETRO,,461.25
10-FEB-2026,OPTSTK,HINDUNILVR,,2453.60
10-FEB-2026,OPTSTK,HINDZINC,,617.70
10-FEB-2026,OPTSTK,HUDCO,,193.90
10-FEB-2026,OPTSTK,ICICIBANK,,1406.50
10-FEB-2026,OPTSTK,ICICIGI,,1909.65
10-FEB-2026,OPTSTK,ICICIPRULI,,643.00
10-FEB-2026,OPTSTK,IDEA,,11.48
10-FEB-2026,OPTSTK,IDFCFIRSTB,,83.77
10-FEB-2026,OPTSTK,IEX,,126.15
10-FEB-2026,OPTSTK,INDHOTEL,,702.55
10-FEB-2026,OPTSTK,INDIANB,,906.05
10-FEB-2026,OPTSTK,INDIGO,,4960.40
10-FEB-2026,OPTSTK,INDUSINDBK,,927.60
10-FEB-2026,OPTSTK,INDUSTOWER,,459.15
10-FEB-2026,OPTSTK,INFY,,1497.80
10-FEB-2026,OPTSTK,INOXWIND,,111.20
10-FEB-2026,OPTSTK,IOC,,178.20
10-FEB-2026,OPTSTK,IRCTC,,636.20
10-FEB-2026,OPTSTK,IREDA,,129.30
10-FEB-2026,OPTSTK,IRFC,,115.45
10-FEB-2026,OPTSTK,ITC,,321.40
10-FEB-2026,OPTSTK,JINDALSTEL,,1191.40
10-FEB-2026,OPTSTK,JIOFIN,,270.20
10-FEB-2026,OPTSTK,JSWENERGY,,483.70
10-FEB-2026,OPTSTK,JSWSTEEL,,1244.10
10-FEB-2026,OPTSTK,JUBLFOOD,,554.40
10-FEB-2026,OPTSTK,KALYANKJIL,,433.90
10-FEB-2026,OPTSTK,KAYNES,,3957.55
10-FEB-2026,OPTSTK,KEI,,4590.55
10-FEB-2026,OPTSTK,KFINTECH,,1022.45
10-FEB-2026,OPTSTK,KOTAKBANK,,429.30
10-FEB-2026,OPTSTK,KPITTECH,,973.60
10-FEB-2026,OPTSTK,LAURUSLABS,,966.35
10-FEB-2026,OPTSTK,LICHSGFIN,,522.55
10-FEB-2026,OPTSTK,LICI,,891.70
10-FEB-2026,OPTSTK,LODHA,,1095.05
10-FEB-2026,OPTSTK,LT,,4169.00
10-FEB-2026,OPTSTK,LTF,,294.00
10-FEB-2026,OPTSTK,LTIM,,5662.00
10-FEB-2026,OPTSTK,LUPIN,,2204.10
10-FEB-2026,OPTSTK,M&M,,3675.80
10-FEB-2026,OPTSTK,MANAPPURAM,,308.95
10-FEB-2026,OPTSTK,MANKIND,,2073.05
10-FEB-2026,OPTSTK,MARICO,,764.85
10-FEB-2026,OPTSTK,MARUTI,,15146.10
10-FEB-2026,OPTSTK,MAXHEALTH,,1021.50
10-FEB-2026,OPTSTK,MAZDOCK,,2439.10
10-FEB-2026,OPTSTK,MCX,,2470.75
10-FEB-2026,OPTSTK,MFSL,,1747.20
10-FEB-2026,OPTSTK,MOTHERSON,,129.45
10-FEB-2026,OPTSTK,MPHASIS,,2614.15
10-FEB-2026,OPTSTK,MUTHOOTFIN,,3882.10
10-FEB-2026,OPTSTK,NATIONALUM,,368.65
10-FEB-2026,OPTSTK,NAUKRI,,1194.30
10-FEB-2026,OPTSTK,NBCC,,101.44
10-FEB-2026,OPTSTK,NESTLEIND,,1308.60
10-FEB-2026,OPTSTK,NHPC,,76.95
10-FEB-2026,OPTSTK,NMDC,,85.07
10-FEB-2026,OPTSTK,NTPC,,366.90
10-FEB-2026,OPTSTK,NUVAMA,,1386.25
10-FEB-2026,OPTSTK,NYKAA,,280.70
10-FEB-2026,OPTSTK,OBEROIRLTY,,1568.90
10-FEB-2026,OPTSTK,OFSS,,7341.80
10-FEB-2026,OPTSTK,OIL,,488.80
10-FEB-2026,OPTSTK,ONGC,,272.15
10-FEB-2026,OPTSTK,PAGEIND,,34599.80
10-FEB-2026,OPTSTK,PATANJALI,,521.60
10-FEB-2026,OPTSTK,PAYTM,,1161.30
10-FEB-2026,OPTSTK,PERSISTENT,,5872.55
10-FEB-2026,OPTSTK,PETRONET,,303.70
10-FEB-2026,OPTSTK,PFC,,413.25
10-FEB-2026,OPTSTK,PGEL,,601.80
10-FEB-2026,OPTSTK,PHOENIXLTD,,1758.70
10-FEB-2026,OPTSTK,PIDILITIND,,1478.90
10-FEB-2026,OPTSTK,PIIND,,3190.65
10-FEB-2026,OPTSTK,PNB,,122.95
10-FEB-2026,OPTSTK,PNBHOUSING,,854.75
10-FEB-2026,OPTSTK,POLICYBZR,,1504.65
10-FEB-2026,OPTSTK,POLYCAB,,7742.40
10-FEB-2026,OPTSTK,POWERGRID,,294.35
10-FEB-2026,OPTSTK,POWERINDIA,,22456.90
10-FEB-2026,OPTSTK,PPLPHARMA,,163.40
10-FEB-2026,OPTSTK,PREMIERENE,,823.85
10-FEB-2026,OPTSTK,PRESTIGE,,1591.65
10-FEB-2026,OPTSTK,RBLBANK,,306.70
10-FEB-2026,OPTSTK,RECLTD,,355.80
10-FEB-2026,OPTSTK,RELIANCE,,1458.50
10-FEB-2026,OPTSTK,RVNL,,319.45
10-FEB-2026,OPTSTK,SAIL,,161.00
10-FEB-2026,OPTSTK,SAMMAANCAP,,147.25
10-FEB-2026,OPTSTK,SBICARD,,765.90
10-FEB-2026,OPTSTK,SBILIFE,,2018.30
10-FEB-2026,OPTSTK,SBIN,,1144.10
10-FEB-2026,OPTSTK,SHREECEM,,26524.55
10-FEB-2026,OPTSTK,SHRIRAMFIN,,1048.60
10-FEB-2026,OPTSTK,SIEMENS,,3111.45
10-FEB-2026,OPTSTK,SOLARINDS,,13423.00
10-FEB-2026,OPTSTK,SONACOMS,,531.05
10-FEB-2026,OPTSTK,SRF,,2961.90
10-FEB-2026,OPTSTK,SUNPHARMA,,1707.80
10-FEB-2026,OPTSTK,SUPREMEIND,,3690.65
10-FEB-2026,OPTSTK,SUZLON,,47.69
10-FEB-2026,OPTSTK,SWIGGY,,355.75
10-FEB-2026,OPTSTK,SYNGENE,,452.80
10-FEB-2026,OPTSTK,TATACONSUM,,1152.15
10-FEB-2026,OPTSTK,TATAELXSI,,5381.55
10-FEB-2026,OPTSTK,TATAPOWER,,369.95
10-FEB-2026,OPTSTK,TATASTEEL,,208.00
10-FEB-2026,OPTSTK,TATATECH,,630.70
10-FEB-2026,OPTSTK,TCS,,2984.60
10-FEB-2026,OPTSTK,TECHM,,1644.60
10-FEB-2026,OPTSTK,TIINDIA,,2438.60
10-FEB-2026,OPTSTK,TITAN,,4269.00
10-FEB-2026,OPTSTK,TMPV,,379.35
10-FEB-2026,OPTSTK,TORNTPHARM,,4079.60
10-FEB-2026,OPTSTK,TORNTPOWER,,1483.00
10-FEB-2026,OPTSTK,TRENT,,4184.40
10-FEB-2026,OPTSTK,TVSMOTOR,,3762.40
10-FEB-2026,OPTSTK,ULTRACEMCO,,13022.90
10-FEB-2026,OPTSTK,UNIONBANK,,179.25
10-FEB-2026,OPTSTK,UNITDSPR,,1409.90
10-FEB-2026,OPTSTK,UNOMINDA,,1231.20
10-FEB-2026,OPTSTK,UPL,,746.00
10-FEB-2026,OPTSTK,VBL,,456.50
10-FEB-2026,OPTSTK,VEDL,,690.15
10-FEB-2026,OPTSTK,VOLTAS,,1475.60
10-FEB-2026,OPTSTK,WAAREEENER,,3163.75
10-FEB-2026,OPTSTK,WIPRO,,231.50
10-FEB-2026,OPTSTK,YESBANK,,21.40
10-FEB-2026,OPTSTK,ZYDUSLIFE,,887.30
